Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Ring/LLC Clock [MHz]","System Agent Clock [MHz]","Core #0 Thread #0 Usage [%]","Core #0 Thread #1 Usage [%]","Core #1 Thread #0 Usage [%]","Core #1 Thread #1 Usage [%]","Core #2 Thread #0 Usage [%]","Core #2 Thread #1 Usage [%]","Core #3 Thread #0 Usage [%]","Core #3 Thread #1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Uncore Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","Total DRAM Power [W]","GPU D3D Usage [%]","GPU GT Usage [%]","GPU Media Engine Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Decode 1 Usage [%]","GPU Video Processing 0 Usage [%]","GPU Video Processing 1 Usage [%]","GPU D3D Memory Dynamic [MB]","Core #0 Thread 0 C0 Residency [%]","Core #0 Thread 1 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #1 Thread 1 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #2 Thread 1 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #3 Thread 1 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Core #0 C7 Residency [%]","Core #1 C7 Residency [%]","Core #2 C7 Residency [%]","Core #3 C7 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","IA: PROCHOT [Yes/No]","IA: Thermal Event [Yes/No]","IA: DDR RAPL [Yes/No]","IA: PCS (PECI) [Yes/No]","IA: Residency State Regulation [Yes/No]","IA: Running Average Thermal Limit [Yes/No]","IA: VR Thermal Alert [Yes/No]","IA: VR TDC [Yes/No]","IA: Electrical Design Point/Other (ICCmax,PL4,SVID,DDR RAPL) [Yes/No]","IA: Package-Level RAPL/PBM PL1 [Yes/No]","IA: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","IA: Max Turbo Limit [Yes/No]","IA: Turbo Attenuation (MCT) [Yes/No]","GT: Thermal Event [Yes/No]","GT: DDR RAPL [Yes/No]","GT: Residency State Regulation [Yes/No]","GT: Running Average Thermal Limit [Yes/No]","GT: VR Thermal Alert [Yes/No]","GT: VR TDC [Yes/No]","GT: Max VR Voltage, ICCmax, PL4 [Yes/No]","GT: Domain-Level PBM PLGT [Yes/No]","GT: Package-Level RAPL/PBM PL1 [Yes/No]","GT: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","GT: Inefficient Operation [Yes/No]","GT: Fuses limit [Yes/No]","RING: Residency State Regulation [Yes/No]","RING: VR Thermal Alert [Yes/No]","RING: VR TDC [Yes/No]","RING: Max VR Voltage, ICCmax, PL4 [Yes/No]","RING: Package-Level RAPL/PBM PL1 [Yes/No]","RING: Package-Level RAPL/PBM PL2,PL3 [Yes/No]","T1 [°C]","T2 [°C]","PCH [°C]","Temp4 [°C]","Temp5 [°C]","Motherboard [°C]","CPU (PECI) [°C]","CPU [°C]","Vcore [V]","+5V [V]","AVSB [V]","3VCC [V]","+12V [V]","3VSB_ATX [V]","BAT_3V [V]","VTT [V]","DRAM [V]","VCCSA [V]","PCH Core/VCCPRIM_1.0 [V]","CPU PLLs OC [V]","CPU VCCIO/IMC [V]","Chassis1 [RPM]","CPU [RPM]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Temperature 2 [°C]","Drive Remaining Life [%]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Total Host Writes [GB]","Total Host Reads [GB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°C]","GPU Temperature (HW) [°C]","GPU Core Voltage [V]","GPU Fan [RPM]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Decode 1 Usage [%]","GPU Video Decode 2 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Computing (Compute_0) Usage [%]","GPU Computing (Compute_1) Usage [%]","GPU VR Usage [%]","GPU Fan [%]","Total GPU Power (normalized) [% of TDP] [%]","Total GPU Power [% of TDP] [%]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
21.1.2022,11:42:4.033,15224,2049,88.1,7635,422,94.7,13.1,1.443,1.427,1.426,1.431,4196.9,4196.9,4196.9,4196.9,99.9,4196.9,999.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42,42,42,42,42,54,57,52,57,46,43,48,43,57,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,44,55.143,53.654,1.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.1,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,58,47,1.232,5.040,3.376,3.296,12.288,3.376,3.168,1.016,1.184,1.096,1.032,0.336,0.944,2023,1381,35,No,No,10086,29963,33,No,No,33,No,No,42,62,97.0,No,No,36475,57447,0.0,0.0,0.0,0.000,0.000,8724,3,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,0.5,0.1,0.7,1.302,1.113,16909,15750,50,49,0.887,1350,744.7,405.0,405.0,33.0,4.0,0.0,27.0,65.8,29.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,35.0,20.3,16.4,1347,1315,384,2.5,1024,366,481.474,134.229,0,
21.1.2022,11:42:6.339,15254,2019,88.3,7644,413,94.8,13.1,1.421,1.408,1.415,1.406,4197.9,4197.9,4197.9,4197.9,100.0,4197.9,999.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42,42,42,42,42,56,57,54,59,44,43,46,41,59,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,44,55.122,53.628,1.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.4,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,58,47,1.232,5.040,3.376,3.312,12.288,3.376,3.168,1.016,1.184,1.096,1.032,0.336,0.936,2011,1433,35,No,No,10086,29963,33,No,No,33,No,No,42,62,97.0,No,No,36475,57447,0.0,0.0,0.0,0.000,0.000,8724,3,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,1.1,0.3,1.4,3.093,1.595,16915,15753,49,49,0.887,1350,731.6,405.0,405.0,23.0,2.0,0.0,22.0,65.7,27.5,0.0,0.0,0.0,0.0,2.3,0.0,0.0,35.0,20.0,16.0,1347,1313,384,2.5,1025,366,252.898,95.868,0,
21.1.2022,11:42:8.623,15272,2001,88.4,7672,385,95.2,13.1,1.414,1.423,1.435,1.409,4200.0,4200.0,4200.0,4200.0,100.0,4200.0,1000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42,42,42,42,42,56,58,53,59,44,42,47,41,56,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,44,54.688,53.186,1.990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,58,47,1.232,5.040,3.376,3.312,12.288,3.376,3.168,1.016,1.184,1.096,1.032,0.336,0.944,1979,1393,35,No,No,10086,29963,33,No,No,33,No,No,42,63,97.0,No,No,36475,57447,4.1,0.0,4.1,0.227,0.000,8725,3,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,0.7,0.4,1.1,1.454,0.928,16918,15755,49,49,0.887,1320,731.6,405.0,405.0,34.0,6.0,0.0,28.0,65.8,29.2,0.0,0.0,0.0,0.0,5.2,0.0,0.0,35.0,20.4,16.6,1347,1314,384,2.5,1025,366,24.071,42.534,0,
21.1.2022,11:42:10.890,15292,1981,88.5,7684,373,95.3,13.1,1.431,1.418,1.421,1.391,4197.9,4197.9,4197.9,4197.9,100.0,4197.9,999.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42,42,42,42,42,55,60,52,57,45,40,48,43,60,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,44,54.394,52.886,1.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.4,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,58,47,1.232,5.040,3.376,3.312,12.288,3.376,3.168,1.016,1.184,1.096,1.024,0.336,0.944,1973,1422,35,No,No,10086,29963,33,No,No,33,No,No,42,62,97.0,No,No,36475,57447,0.1,0.0,0.1,0.231,0.000,8725,3,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,0.9,3.2,4.1,3.030,0.766,16925,15757,49,49,0.887,1320,731.6,405.0,405.0,37.0,10.0,0.0,25.0,66.0,33.2,0.0,0.0,0.0,0.0,12.7,0.0,0.0,35.0,20.7,17.0,1352,1320,385,2.5,1025,367,17.063,34.490,0,
21.1.2022,11:42:13.141,15279,1994,88.4,7675,382,95.2,13.1,1.430,1.421,1.405,1.421,4197.9,4197.9,4197.9,4197.9,100.0,4197.9,999.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42,42,42,42,42,55,56,52,57,45,44,48,43,59,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,44,54.730,53.199,1.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.4,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,58,47,1.216,5.040,3.376,3.312,12.288,3.376,3.168,1.016,1.184,1.096,1.032,0.336,0.936,1988,1415,35,No,No,10086,29963,33,No,No,33,No,No,42,63,97.0,No,No,36475,57447,0.0,0.0,0.0,0.000,0.000,8725,3,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,0.2,0.2,0.4,0.374,1.259,16926,15760,49,49,0.912,1380,783.9,405.0,405.0,24.0,2.0,0.0,22.0,65.8,32.1,0.0,0.0,0.0,0.0,10.4,0.0,0.0,35.0,20.0,16.4,1347,1315,382,2.5,1025,367,21.212,15.135,0,
21.1.2022,11:42:15.464,15295,1978,88.5,7712,345,95.7,13.1,1.421,1.428,1.415,1.424,4199.0,4199.0,4199.0,4199.0,100.0,4199.0,999.8,100.0,100.0,100.0,100.0,99.3,100.0,100.0,100.0,100.0,99.9,100.0,42,42,42,42,42,57,58,52,58,43,42,48,42,58,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,44,54.652,53.165,1.974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.7,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,58,47,1.232,5.040,3.376,3.296,12.288,3.376,3.168,1.008,1.184,1.096,1.032,0.336,0.936,2002,1430,35,No,No,10086,29963,33,No,No,33,No,No,42,63,97.0,No,No,36475,57447,12.3,0.7,13.1,0.629,0.003,8727,3,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,0.7,0.5,1.2,2.427,0.606,16931,15761,49,48,0.912,1350,783.9,405.0,405.0,24.0,2.0,0.0,22.0,65.6,26.4,0.0,0.0,0.0,0.0,4.3,0.0,0.0,35.0,20.0,16.3,1343,1311,382,2.5,1026,367,202.907,78.670,0,
21.1.2022,11:42:17.727,15282,1991,88.4,7713,344,95.7,13.0,1.424,1.400,1.415,1.419,4201.0,4201.0,4201.0,4201.0,100.0,4201.0,1000.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42,42,42,42,42,57,64,53,58,43,36,47,42,58,64,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,44,55.234,53.719,1.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.3,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,60,47,1.216,5.040,3.376,3.312,12.288,3.376,3.168,1.008,1.184,1.088,1.032,0.336,0.936,1953,1386,35,No,No,10086,29963,33,No,No,33,No,No,42,63,97.0,No,No,36475,57447,0.1,0.0,0.1,0.234,0.001,8727,3,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,0.5,0.1,0.6,1.626,0.363,16935,15762,49,48,0.912,1350,783.9,405.0,405.0,28.0,2.0,0.0,26.0,65.6,26.9,0.0,0.0,0.0,0.0,4.9,0.0,0.0,35.0,20.0,16.3,1344,1311,382,2.5,1026,367,13.232,38.851,0,
21.1.2022,11:42:19.994,15306,1967,88.6,7678,379,95.2,13.0,1.416,1.432,1.423,1.407,4201.0,4201.0,4201.0,4201.0,100.0,4201.0,1000.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42,42,42,42,42,56,58,52,60,44,42,48,40,60,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,59,59,44,55.319,53.822,1.970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.3,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,59,48,1.216,5.040,3.376,3.296,12.288,3.376,3.168,1.008,1.184,1.096,1.032,0.336,0.936,2000,1472,35,No,No,10086,29963,33,No,No,33,No,No,42,63,97.0,No,No,36475,57447,0.1,0.3,0.4,0.232,0.001,8728,3,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,0.8,0.2,1.0,1.667,0.731,16938,15763,49,48,0.912,1320,783.9,405.0,405.0,24.0,2.0,0.0,22.0,65.6,26.4,0.0,0.0,0.0,0.0,3.1,0.0,0.0,35.0,20.1,16.4,1344,1311,382,2.5,1026,367,216.409,50.246,0,
21.1.2022,11:42:22.260,15334,1939,88.7,7689,368,95.4,13.0,1.420,1.429,1.436,1.428,4200.0,4200.0,4200.0,4200.0,100.0,4200.0,1000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42,42,42,42,42,56,58,53,59,44,42,47,41,58,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,44,54.758,53.258,1.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,58,47,1.232,5.040,3.376,3.296,12.288,3.376,3.168,1.008,1.184,1.096,1.032,0.336,0.936,2002,1456,35,No,No,10086,29963,33,No,No,33,No,No,42,62,97.0,No,No,36475,57447,3.6,0.0,3.6,0.321,0.003,8729,4,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,0.7,0.3,1.0,2.745,0.892,16944,15765,48,48,0.912,1320,783.9,405.0,405.0,29.0,4.0,0.0,24.0,66.2,29.4,0.0,0.0,0.0,0.0,6.4,0.0,0.0,35.0,20.4,16.6,1355,1323,219,2.5,1026,367,96.781,49.430,0,
21.1.2022,11:42:24.541,15324,1949,88.7,7711,347,95.6,13.0,1.406,1.425,1.426,1.429,4199.0,4199.0,4199.0,4199.0,100.0,4199.0,999.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42,42,42,42,42,58,57,51,57,42,43,49,43,60,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,44,55.076,53.580,1.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.7,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,58,48,1.232,5.040,3.376,3.296,12.288,3.376,3.168,1.008,1.184,1.096,1.032,0.336,0.936,2008,1378,35,No,No,10086,29963,33,No,No,33,No,No,43,62,97.0,No,No,36475,57447,4.7,0.0,4.7,0.735,0.000,8730,4,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,1.1,0.2,1.3,4.157,0.663,16953,15767,48,48,0.912,1320,783.9,405.0,405.0,29.0,3.0,0.0,25.0,65.6,31.1,0.0,0.0,0.0,0.0,8.4,0.0,0.0,34.0,20.4,16.6,1344,1311,219,2.5,1026,367,20.383,90.798,0,
21.1.2022,11:42:26.817,15327,1946,88.7,7708,350,95.6,13.0,1.416,1.420,1.424,1.416,4200.0,4200.0,4200.0,4200.0,100.0,4200.0,1000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42,42,42,42,42,56,61,52,57,44,39,48,43,58,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,44,54.887,53.369,1.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,59,48,1.232,5.040,3.376,3.296,12.288,3.376,3.168,1.008,1.184,1.096,1.024,0.336,0.936,1942,1436,35,No,No,10086,29963,33,No,No,33,No,No,43,61,97.0,No,No,36475,57447,4.3,0.0,4.3,0.617,0.000,8731,4,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,0.3,1.3,1.6,0.765,0.570,16955,15768,48,48,0.912,1350,783.9,405.0,405.0,25.0,3.0,0.0,22.0,65.3,27.8,0.0,0.0,0.0,0.0,4.3,0.0,0.0,34.0,20.1,16.3,1337,1304,219,2.5,1026,367,19.406,78.462,0,
21.1.2022,11:42:29.076,15315,1958,88.6,7706,351,95.6,12.9,1.420,1.439,1.425,1.422,4197.9,4197.9,4197.9,4197.9,100.0,4197.9,999.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42,42,42,42,42,56,60,53,57,44,40,47,43,60,60,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,44,55.067,53.568,1.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.4,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,59,49,1.232,5.040,3.376,3.312,12.288,3.376,3.168,1.008,1.184,1.096,1.032,0.336,0.936,1953,1410,35,No,No,10086,29963,33,No,No,33,No,No,43,62,97.0,No,No,36475,57447,0.0,0.0,0.0,0.000,0.000,8731,4,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,0.4,0.3,0.7,0.995,0.854,16957,15770,48,47,0.912,1320,783.9,405.0,405.0,22.0,2.0,0.0,20.0,65.1,25.9,0.0,0.0,0.0,0.0,2.4,0.0,0.0,34.0,20.0,16.3,1333,1301,219,2.5,1027,368,437.497,46.664,0,
21.1.2022,11:42:31.341,15308,1965,88.6,7708,349,95.6,12.9,1.429,1.429,1.428,1.384,4197.9,4197.9,4197.9,4197.9,100.0,4197.9,999.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42,42,42,42,42,55,61,50,57,45,39,50,43,58,61,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,60,60,44,54.977,53.484,1.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199.4,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,59,48,1.232,5.040,3.376,3.312,12.288,3.376,3.168,1.008,1.184,1.096,1.024,0.336,0.936,2002,1464,35,No,No,10086,29963,33,No,No,33,No,No,43,60,97.0,No,No,36475,57447,3.7,0.0,3.7,0.697,0.000,8733,4,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,0.3,0.1,0.4,0.961,0.234,16959,15770,48,47,0.912,1320,783.9,405.0,405.0,24.0,2.0,0.0,22.0,65.0,26.3,0.0,0.0,0.0,0.0,3.6,0.0,0.0,34.0,20.1,16.4,1332,1299,219,2.5,1027,368,13.493,71.393,0,
21.1.2022,11:42:33.606,15312,1961,88.6,7720,337,95.8,12.9,1.422,1.428,1.392,1.399,4200.0,4200.0,4200.0,4200.0,100.0,4200.0,1000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42,42,42,42,42,56,62,51,57,44,38,49,43,60,62,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,61,61,44,55.244,53.745,1.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,12.00,16,16,16,39,421,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,34,44,50,21,29,34,60,48,1.216,5.040,3.376,3.296,12.288,3.376,3.168,1.016,1.184,1.096,1.024,0.336,0.944,1985,1448,35,No,No,10086,29963,33,No,No,33,No,No,43,61,97.0,No,No,36475,57447,0.3,0.0,0.3,0.535,0.000,8734,4,0.0,0.0,0.0,0.000,0.000,3,0,0.0,0.0,0.0,0.000,0.000,2487,6343,0.4,1.1,1.5,1.433,0.467,16962,15771,48,47,0.912,1350,783.9,405.0,405.0,24.0,3.0,0.0,22.0,65.0,26.5,0.0,0.0,0.0,0.0,4.2,0.0,0.0,34.0,20.1,16.3,1332,1299,219,2.5,1027,368,55.495,172.370,0,
